0 --- PC 404000 - targetPC 404010 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
761 --- PC 457be4 - targetPC 457bf8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
762 --- PC 451be8 - targetPC 451c14 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
764 --- PC 403bf0 - targetPC 40341c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
765 --- PC 408bf4 - targetPC 408c00 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
766 --- PC 44dbf8 - targetPC 44dc04 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
768 --- PC 457c00 - targetPC 457c58 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
770 --- PC 404c08 - targetPC 4035fc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
771 --- PC 44dc0c - targetPC 402021 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
774 --- PC 44dc18 - targetPC 44dc20 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
775 --- PC 404c1c - targetPC 403628 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
776 --- PC 403c20 - targetPC 40457c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
777 --- PC 408c24 - targetPC 408e64 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
779 --- PC 44ec2c - targetPC 44ec48 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
780 --- PC 44dc30 - targetPC 44e854 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
781 --- PC 402c34 - targetPC 44c8e4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
785 --- PC 44ec44 - targetPC 44eaf8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
787 --- PC 44ec4c - targetPC 44ec6c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
788 --- PC 44dc50 - targetPC 401821 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
790 --- PC 404c58 - targetPC 4035fc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
791 --- PC 44ec5c - targetPC 44d8f8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
792 --- PC 457c60 - targetPC 457c80 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
793 --- PC 44ec64 - targetPC 44ef94 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
794 --- PC 44dc68 - targetPC 44dc80 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
796 --- PC 408c70 - targetPC 408e64 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
797 --- PC 409c74 - targetPC 409cd4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
798 --- PC 457c78 - targetPC 457c68 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
800 --- PC 402c80 - targetPC 44ca98 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
801 --- PC 457c84 - targetPC 457c9c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
802 --- PC 44ec88 - targetPC 4533c0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
803 --- PC 44dc8c - targetPC 44db9c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
804 --- PC 44ec90 - targetPC 44ed04 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
806 --- PC 457c98 - targetPC 457c88 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
808 --- PC 457ca0 - targetPC 44c998 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
809 --- PC 403ca4 - targetPC 403cbc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
812 --- PC 403cb0 - targetPC 403c54 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
814 --- PC 404cb8 - targetPC 403628 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
815 --- PC 451cbc - targetPC 451cec - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
818 --- PC 403cc8 - targetPC 403314 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
819 --- PC 44dccc - targetPC 44dce0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
823 --- PC 403cdc - targetPC 403ce4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
824 --- PC 404ce0 - targetPC 403628 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
825 --- PC 458ce4 - targetPC 45c640 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
827 --- PC 44dcec - targetPC 408021 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
828 --- PC 457cf0 - targetPC 457c80 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
829 --- PC 458cf4 - targetPC 458cfc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
831 --- PC 404cfc - targetPC 404d0c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
832 --- PC 409d00 - targetPC 409d14 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
833 --- PC 44dd04 - targetPC 44dd18 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
834 --- PC 44ed08 - targetPC 44ef74 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
835 --- PC 402d0c - targetPC 45f023 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
836 --- PC 409d10 - targetPC 409e90 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
837 --- PC 404d14 - targetPC 4089f0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
838 --- PC 402d18 - targetPC 403ccc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
841 --- PC 44dd24 - targetPC 44dd34 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
844 --- PC 44dd30 - targetPC 44dd90 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
845 --- PC 402d34 - targetPC 409021 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
846 --- PC 409d38 - targetPC 4046ec - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
850 --- PC 402d48 - targetPC 402cd0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
851 --- PC 44dd4c - targetPC 44dd70 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
852 --- PC 451d50 - targetPC 451d88 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
853 --- PC 409d54 - targetPC 409e44 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
856 --- PC 44dd60 - targetPC 44e854 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
858 --- PC 44cd68 - targetPC 457bc0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
859 --- PC 44dd6c - targetPC 44dd9c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
860 --- PC 44cd70 - targetPC 44cda8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
864 --- PC 44dd80 - targetPC 44e854 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
867 --- PC 44dd8c - targetPC 44dd9c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
869 --- PC 44dd94 - targetPC 44dcc8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
871 --- PC 402d9c - targetPC 44c8e4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
874 --- PC 44eda8 - targetPC 44eaf8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
875 --- PC 404dac - targetPC 44c81c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
876 --- PC 44cdb0 - targetPC 400310 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
877 --- PC 44ddb4 - targetPC 44dc48 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
881 --- PC 402dc4 - targetPC 402ddc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
883 --- PC 455dcc - targetPC 455df4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
884 --- PC 404dd0 - targetPC 404ee4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
885 --- PC 44ddd4 - targetPC 44dde4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
887 --- PC 44eddc - targetPC 44eaf8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
890 --- PC 44dde8 - targetPC 44de6c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
891 --- PC 402dec - targetPC 402df4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
892 --- PC 44ddf0 - targetPC 44de04 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
895 --- PC 44ddfc - targetPC 44de60 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
896 --- PC 44ee00 - targetPC 44ee28 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
897 --- PC 45ce04 - targetPC 45ce40 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
898 --- PC 44de08 - targetPC 44e3fc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
899 --- PC 455e0c - targetPC 455e18 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
900 --- PC 44de10 - targetPC 44de24 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
903 --- PC 44de1c - targetPC 44de60 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
904 --- PC 402e20 - targetPC 44ca98 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
905 --- PC 44ee24 - targetPC 44eaf8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
906 --- PC 44de28 - targetPC 44e994 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
908 --- PC 44de30 - targetPC 408021 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
909 --- PC 402e34 - targetPC 402cd0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
912 --- PC 44de40 - targetPC 44e854 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
913 --- PC 457e44 - targetPC 45c030 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
914 --- PC 44de48 - targetPC 402821 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
915 --- PC 44ee4c - targetPC 44eaf8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
916 --- PC 409e50 - targetPC 409e60 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
918 --- PC 44de58 - targetPC 44dbc0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
919 --- PC 409e5c - targetPC 409e6c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
921 --- PC 402e64 - targetPC 40355c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
922 --- PC 44de68 - targetPC 44dce8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
924 --- PC 44ee70 - targetPC 44f6d8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
925 --- PC 45ce74 - targetPC 45cf28 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
926 --- PC 44ee78 - targetPC 44ef94 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
927 --- PC 408e7c - targetPC 408f30 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
928 --- PC 409e80 - targetPC 409e90 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
929 --- PC 44de84 - targetPC 44e1c0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
930 --- PC 450e88 - targetPC 450e9c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
931 --- PC 44de8c - targetPC 44e3ec - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
935 --- PC 400e9c - targetPC 404744 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
939 --- PC 400eac - targetPC 400fd4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
941 --- PC 457eb4 - targetPC 45c030 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
942 --- PC 450eb8 - targetPC 450ed4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
943 --- PC 457ebc - targetPC 457ecc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
944 --- PC 44cec0 - targetPC 44cecc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
946 --- PC 44cec8 - targetPC 40967c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
948 --- PC 44ced0 - targetPC 40967c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
949 --- PC 45ced4 - targetPC 45d000 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
951 --- PC 45cedc - targetPC 45cf04 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
952 --- PC 450ee0 - targetPC 450f00 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
960 --- PC 409f00 - targetPC 403ccc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
961 --- PC 450f04 - targetPC 450f1c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
965 --- PC 450f14 - targetPC 450eb4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
967 --- PC 457f1c - targetPC 457f68 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
969 --- PC 45cf24 - targetPC 45d000 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
971 --- PC 450f2c - targetPC 4508f4 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
972 --- PC 404f30 - targetPC 404eec - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
974 --- PC 404f38 - targetPC 404fcc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
975 --- PC 45cf3c - targetPC 45ce88 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
976 --- PC 409f40 - targetPC 431823 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
981 --- PC 403f54 - targetPC 40457c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
985 --- PC 408f64 - targetPC 4091b8 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
988 --- PC 457f70 - targetPC 457f8c - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
989 --- PC 409f74 - targetPC 4032fc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
992 --- PC 408f80 - targetPC 408f94 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
994 --- PC 44ef88 - targetPC 44eaf8 - g00 [1, 0] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
996 --- PC 408f90 - targetPC 408fec - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1000 --- PC 409fa0 - targetPC 409fa8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1001 --- PC 457fa4 - targetPC 458020 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1003 --- PC 44efac - targetPC 44eaa0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1004 --- PC 409fb0 - targetPC 409fc0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1005 --- PC 403fb4 - targetPC 403ccc - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1006 --- PC 403fb8 - targetPC 401821 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1007 --- PC 44dfbc - targetPC 44e854 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1009 --- PC 408fc4 - targetPC 40a544 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1010 --- PC 44dfc8 - targetPC 44e3e0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1013 --- PC 44efd4 - targetPC 44f2e8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1015 --- PC 409fdc - targetPC 409ff0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1016 --- PC 44dfe0 - targetPC 44e994 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1017 --- PC 457fe4 - targetPC 458008 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1020 --- PC 403ff0 - targetPC 403ff8 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1021 --- PC 44dff4 - targetPC 404021 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
1023 --- PC 400ffc - targetPC 44eab0 - g00 [1, 1] - g01 [1, 1] - g01 [1, 1] - g11 [1, 1]
hits:141504 -- misses:10779 -- right predictions:111020 -- wrong predictions:30484 -- collisions:10179

hit rate:92.92173125036938 -- prediction accuracy:78.4571460877431
