0 --- PC 405000 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
747 --- PC 40ebac - targetPC 40eb8c - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
749 --- PC 40abb4 - targetPC 40b064 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
751 --- PC 40abbc - targetPC 40aaf0 - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
752 --- PC 40fbc0 - targetPC 40fbf8 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
753 --- PC 40abc4 - targetPC 4051ec - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
755 --- PC 407bcc - targetPC 407a80 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
757 --- PC 40fbd4 - targetPC 40fbe4 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
758 --- PC 40ebd8 - targetPC 40ec24 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
762 --- PC 40fbe8 - targetPC 411ea0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
764 --- PC 40ebf0 - targetPC 40ebfc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
767 --- PC 40fbfc - targetPC 411f50 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
769 --- PC 403c04 - targetPC 40b480 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
770 --- PC 40ac08 - targetPC 40a87c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
774 --- PC 40cc18 - targetPC 40cc38 - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
776 --- PC 403c20 - targetPC 404518 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
779 --- PC 405c2c - targetPC 405fe0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
781 --- PC 40cc34 - targetPC 40cc44 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
782 --- PC 408c38 - targetPC 40c304 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
783 --- PC 405c3c - targetPC 403cdc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
785 --- PC 408c44 - targetPC 40c304 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
787 --- PC 403c4c - targetPC 403c5c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
788 --- PC 40cc50 - targetPC 40536c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
791 --- PC 405c5c - targetPC 403cdc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
792 --- PC 40ec60 - targetPC 40ec68 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
793 --- PC 408c64 - targetPC 408c80 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
795 --- PC 405c6c - targetPC 405fe0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
796 --- PC 40ec70 - targetPC 40ec80 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
797 --- PC 40fc74 - targetPC 40fc88 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
798 --- PC 403c78 - targetPC 403ca0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
799 --- PC 405c7c - targetPC 403cdc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
801 --- PC 408c84 - targetPC 408dc4 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
802 --- PC 40ec88 - targetPC 40ec98 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
803 --- PC 40cc8c - targetPC 40cc98 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
806 --- PC 403c98 - targetPC 403ce8 - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
808 --- PC 40eca0 - targetPC 411650 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
809 --- PC 40cca4 - targetPC 40554c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
810 --- PC 40fca8 - targetPC 40cc40 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
811 --- PC 40ccac - targetPC 4039cc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
812 --- PC 403cb0 - targetPC 403cc8 - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
813 --- PC 40ccb4 - targetPC 404f14 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
815 --- PC 403cbc - targetPC 403ee4 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
817 --- PC 400cc4 - targetPC 400cfc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
819 --- PC 40bccc - targetPC 40b9a0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
820 --- PC 40ecd0 - targetPC 40ece8 - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
821 --- PC 402cd4 - targetPC 403104 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
822 --- PC 403cd8 - targetPC 4076f0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
823 --- PC 40fcdc - targetPC 40fd28 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
824 --- PC 403ce0 - targetPC 403e1c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
825 --- PC 40ece4 - targetPC 40ecd4 - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
829 --- PC 40ecf4 - targetPC 40ebdc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
831 --- PC 402cfc - targetPC 40c1d0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
836 --- PC 402d10 - targetPC 403104 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
839 --- PC 400d1c - targetPC 404518 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
843 --- PC 402d2c - targetPC 403f6c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
844 --- PC 40fd30 - targetPC 40fd4c - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
847 --- PC 403d3c - targetPC 403d48 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
848 --- PC 402d40 - targetPC 403104 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
850 --- PC 40bd48 - targetPC 40a84c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
851 --- PC 400d4c - targetPC 402cc0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
853 --- PC 40bd54 - targetPC 40bd64 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
854 --- PC 407d58 - targetPC 402f3c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
855 --- PC 402d5c - targetPC 40c1b4 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
856 --- PC 403d60 - targetPC 403ee4 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
857 --- PC 409d64 - targetPC 409d4c - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
859 --- PC 400d6c - targetPC 402cc0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
860 --- PC 40bd70 - targetPC 407744 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
861 --- PC 403d74 - targetPC 404010 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
863 --- PC 40bd7c - targetPC 40bda4 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
864 --- PC 402d80 - targetPC 403104 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
867 --- PC 402d8c - targetPC 4031f8 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
869 --- PC 400d94 - targetPC 400cc8 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
870 --- PC 407d98 - targetPC 407790 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
871 --- PC 40fd9c - targetPC 411f70 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
872 --- PC 40bda0 - targetPC 40bd74 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
873 --- PC 40fda4 - targetPC 40fdc8 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
876 --- PC 40bdb0 - targetPC 40bdbc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
878 --- PC 40bdb8 - targetPC 40beac - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
879 --- PC 402dbc - targetPC 402e3c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
883 --- PC 40fdcc - targetPC 411ea0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
884 --- PC 402dd0 - targetPC 403104 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
886 --- PC 40fdd8 - targetPC 40fd5c - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
889 --- PC 408de4 - targetPC 40c270 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
892 --- PC 402df0 - targetPC 402eb0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
895 --- PC 408dfc - targetPC 408e0c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
896 --- PC 40be00 - targetPC 40beac - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
899 --- PC 408e0c - targetPC 40c304 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
903 --- PC 403e1c - targetPC 403a44 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
907 --- PC 408e2c - targetPC 408e3c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
909 --- PC 40ae34 - targetPC 404518 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
911 --- PC 408e3c - targetPC 408e5c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
912 --- PC 40ae40 - targetPC 402d00 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
915 --- PC 402e4c - targetPC 402e5c - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
919 --- PC 408e5c - targetPC 408f98 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
921 --- PC 40ae64 - targetPC 40a1c8 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
923 --- PC 40ae6c - targetPC 40ae80 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
927 --- PC 407e7c - targetPC 407fb4 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
928 --- PC 40fe80 - targetPC 40fe9c - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
931 --- PC 407e8c - targetPC 403cdc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
937 --- PC 40aea4 - targetPC 40a4d4 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
939 --- PC 402eac - targetPC 402dc0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
940 --- PC 404eb0 - targetPC 40390c - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
942 --- PC 40beb8 - targetPC 40bee0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
944 --- PC 404ec0 - targetPC 402c64 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
946 --- PC 411ec8 - targetPC 411ed8 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
950 --- PC 402ed8 - targetPC 40c130 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
951 --- PC 40bedc - targetPC 40bd80 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
952 --- PC 411ee0 - targetPC 411ee8 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
955 --- PC 40beec - targetPC 40bef8 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
956 --- PC 411ef0 - targetPC 40eaa0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
957 --- PC 40bef4 - targetPC 40bf6c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
958 --- PC 404ef8 - targetPC 40b960 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
959 --- PC 411efc - targetPC 411f24 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
962 --- PC 402f08 - targetPC 40b3cc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
963 --- PC 40bf0c - targetPC 40bf68 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
964 --- PC 404f10 - targetPC 40ccb0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
965 --- PC 403f14 - targetPC 404518 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
966 --- PC 404f18 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
967 --- PC 40af1c - targetPC 40f500 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
970 --- PC 40af28 - targetPC 40af34 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
973 --- PC 404f34 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
974 --- PC 40af38 - targetPC 4053b0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
977 --- PC 404f44 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
978 --- PC 40af48 - targetPC 40affc - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
979 --- PC 402f4c - targetPC 403104 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
981 --- PC 404f54 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
982 --- PC 403f58 - targetPC 403f64 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
983 --- PC 411f5c - targetPC 411f68 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
984 --- PC 404f60 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
986 --- PC 403f68 - targetPC 402d00 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
987 --- PC 411f6c - targetPC 40fc00 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
988 --- PC 403f70 - targetPC 403f7c - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
990 --- PC 40bf78 - targetPC 407758 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
991 --- PC 404f7c - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
993 --- PC 40af84 - targetPC 40af98 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
994 --- PC 404f88 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
995 --- PC 40af8c - targetPC 4051ec - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
997 --- PC 403f94 - targetPC 4039a0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
999 --- PC 40bf9c - targetPC 40f4b0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1000 --- PC 404fa0 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1001 --- PC 40bfa4 - targetPC 40bfb0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1002 --- PC 411fa8 - targetPC 40fda0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1003 --- PC 40afac - targetPC 40b170 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1004 --- PC 403fb0 - targetPC 403f38 - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1005 --- PC 40afb4 - targetPC 40afc8 - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1006 --- PC 408fb8 - targetPC 40c3a4 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1008 --- PC 40afc0 - targetPC 40afd8 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1009 --- PC 40bfc4 - targetPC 40c684 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1010 --- PC 407fc8 - targetPC 40b9a0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1011 --- PC 40afcc - targetPC 40bf80 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1013 --- PC 404fd4 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1014 --- PC 407fd8 - targetPC 40bd4c - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1015 --- PC 403fdc - targetPC 403cc0 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1017 --- PC 404fe4 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1020 --- PC 404ff0 - targetPC 40c0e0 - g00 [1, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1021 --- PC 40bff4 - targetPC 40c05c - g00 [0, 0] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
1022 --- PC 405ff8 - targetPC 40ba08 - g00 [1, 1] - g01 [1, 0] - g01 [1, 0] - g11 [1, 0]
hits:129556 -- misses:3137 -- right predictions:98550 -- wrong predictions:31006 -- collisions:2535

hit rate:97.63589639242461 -- prediction accuracy:76.06749204976998
